nama wisata,lokasi,kabupaten,provinsi,url_image
Air Terjun Barassang,"JJVW+8CJ, Bissoloro, Kec. Bungaya, Kabupaten Gowa, Sulawesi Selatan 92176, Indonesia",Kabupaten Gowa,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGokoEnVUHSWjJgzQ9qC2iirQ95336dLRYeQiUKW7cHY6-HayWOUaoVTiyXGlAKaOox0QsqqL0b1KKNbpJyjjAAXAdOU-o2iZTm1fJ-nRieCWQqKJaUGPjSvSrD_Z3_gIyAPSfo=w1200-h800-k-no
Mangrove Park Desa Wori,"JV26+7M2, Wori, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Utara,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGN4DnQnYt4tt1dqSqENFb8qwXjcXwl20xcwccoj0etpPw3hDFpkTv3fCm_c-VoeC5892deHV9WkzSO-yykfqtM_fzkh6ijrNwoYT6LzYP-PbV2dkglm_HZksvMhYA9IULfuBAXFpjS6Vrd=w1200-h800-k-no
Koloolaro,"465J+QM, Puungkeu, Kabupaten Morowali, Sulawesi Tengah, Indonesia",Kabupaten Morowali,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLtb6y2gNv7XLZLmujJmfhdmUrLoaXbNtO11Sdu68DhB8r1kWQxHkrB6E5VIbckMontMUa6WBh0JM2pUPbWq9lMzHlZi3n9Mg-2pOGkKYu2jcU_A_Cir2bHubhRgjJssSQjz_c=w1200-h800-k-no
Air Terjun Salu Birayya Barania,"Bar., P2R2+X3H, Barania, Kec. Sinjai Bar., Kabupaten Sinjai, Sulawesi Selatan 92653, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ5xmp6jxfiRFasFmCZmdOja0n6qCrNwH-htTiNwNxmj5u5ver_o4_t0N59eoWvvEoikRJd4ENc0QLdWd0M8td6qoOy43O5EKEIjVwVRMBQRYBKsBxuL9dh2NJblLpIkcOaZg=w1200-h800-k-no
Pantai puluty,"Lahuafu, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",Kabupaten Morowali,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1oCZbblZ31bS7bytX7Ewoyw6Ff_TCDQQKe47jIs-DTViKwFD9jB-0-pfFw0QtKSB9DNvBNhJUhsfuEI8tghw0nibMasIs-4Oh0qtVUJSaf6Z3TjL4L9eCe4TX2kH1V6GwnGXDUUeFGpbo=w1200-h800-k-no
Batu Batu,"2G5M+RWW, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93231, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFo_BcK6whpolZRJ9nLSCjfFc_8W77tsx2yfeJXn7x3jacOeVEcnXNgtjSekavxVwOslqph8jGKN_PIsmWA0Ri3uowNbA9UARET8TA1gZtP6U2s1XgWW96zug498wOqUJciWfZYw=w1200-h800-k-no
Pantai Babatoa Lapeo,"G44M+5J9, Pantai Babatoa, Kec. Campalagian, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKIfhma0vzzlrTtmiPMyqDFSD7ajyYdVF4TQgS-G0o4g37v0LwvIWnPExVtZdQx7G8_QGM6-aZ_utc-ppK5eeUy8p3hVViiM-tncoMlYRJynfZKjoysMFI9pwh9vAduQCKH6k8BI60seRq=w1200-h800-k-no
Wisata Alam Sulapa Angin Punjabu,"878Q+9G3, Buntu Buanging, Kec. Pitu Riase, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91691, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhZwUrPZ9slySJY2S36vCjLn285z08Ge-1HDuihS5SnC8Na5ZLTitpWl8j-aDyij12hkR8u7L3FPTWglmeVXkZ3KaHbQbezcReCzuugf7uLPDE6RnLLeuSuTjzguImGVifQ2_S=w1200-h800-k-no
Wisata Bintauna Beach,"VHXG+872, Minanga, Kec. Bintauna, Kabupaten Bolaang Mongondow Utara, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjfi0_nDZYRCU-UITG0GaZYKlRBiMW99wY6XR_jIlaG63GgYH3eFKuwSI2hUC8KHCd63N8pmqv9p3lTrFBoBP9bGbZZ8Iwbfr1xfGNpZYz15bS4A4UmnCs9qxHnLmbyt7xV22f=w1200-h800-k-no
PUNCAK OSTAR,"Simbune, Kec. Tirawuta, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",Kabupaten Kolaka Timur,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVHkC39tctS8QGbYOxQTsXFyqHJDcV672ym9IzPPAsKnXVt0hx5RFew4WFDJLcQ-xdB9BYeu7CfsJTYG3sy8bDM2TIskYZBGYKB49VQlKgrCboqQBXCsFtn1uT2lvzrEqmv5S1mA=w1200-h800-k-no
Pantai Cendrawasih Polewali,"H8F6+5R4, Takatidung, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYVy6ePoFG-kjNo_CCbc7BCDDXoVJfn22SULOgmsXJqxT8ScY-j8cbgrpIq8EvOKfm4FgBkmCzWuSj3UnR--ks2kjNk-nHw3J5FLs3SvZqrh7r_EZwgesdn71dFzb21-m8N6nB=w1200-h800-k-no
Bukit Bulu Jaya,"FGQW+5F9, Bulujaya, Kec. Bangkala Bar., Kabupaten Jeneponto, Sulawesi Selatan 92352, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwn-mwdoIfd19hEVj_6X1aYM3CiCzP_4bF-0wfxL2VfOi7lUG-ILWcV3sfMqtyyEwt79di67e0uzDbOZWyhyLwpBrbBXF0ncXJ21YkwmXnIwqypXOrCXrU04_Enm5h4DKQ3Hfncg=w1200-h800-k-no
CAMPING WISATA KARANGAN,"HXFJ+7C, Latimojong, Kec. Buntu Batu, Kabupaten Enrekang, Sulawesi Selatan, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH30XCVe7zl4eUDVTS1k5dE2M21mfZ5-cwaIDlrRMDnQrkXz_E78vmle--P9lfgfch1hxfIn4A137CRpp0gbPVKE-w_mfYiahqBkb__KpDmAhEQ6HNPNKX5anVq98jt0gb3zo8v=w1200-h800-k-no
Wisata Tangga Seribu,"3R2H+XMM, Jl. Tonomoro, Balane, Kec. Kinovaro, Kabupaten Sigi, Sulawesi Tengah, Indonesia",Kabupaten Sigi,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYFACBCjnQN8_mkuZ5LOlO8j6gxu7J835dtLUm5EPFJFxkcHZIlomoKv_QNV12EzR3PFmah6zopkyB3KLVqRuNkx3h8z6dBjQaoMGJxFI9AKTh8hvehKtAMHWbpRGtRFOaLbmw=w1200-h800-k-no
Pantai Arjuna,"Pantai Arjuna, Tolai Barat, Torue, Parigi Moutong Regency, Central Sulawesi, Indonesia",Kabupaten Parigi Moutong,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTTOJ1YSQb732aKiyd_Kx7nefIVy2swi-gUqdS3BjVMufiu1ssGZiAEu1VFQSnmiAKG5mi2vO237w_C9XFGl0-McZuU-HTj3GltvbDKiDlHXgyAMuRig6EIj-1kdbV7wMaoNKv=w1200-h800-k-no
Wisata sawit ceria,"Unnamed Road, C5W8+6P4, Pasir Lamba, Kec. Toili Bar., Kabupaten Banggai, Sulawesi Tengah 94765, Indonesia",Kabupaten Banggai,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtOoQgpHn2woPloVm1d9AKbEiUni5E-hVac6C6BqdUh29fI6HLk7ixfwuiO_3YIfm7QvNgiIYyP3rMudmH0_-ow90dJ7ZqNLuLQhCS32u4XEniE2AQbRMhlOfKHLJXvXDZEpzIJA=w1200-h800-k-no
Museum - Palais Saoraja,"Manurunge, Kec. Tanete Riattang, Kabupaten Bone, Sulawesi Selatan 92712, Indonesia",Kabupaten Bone,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrprni-oXpvMfAhhDm9MMUM0QGqR4VyagX9OFI7lyghXfKZwn5Vxg67YFs9sRJoCzp_BsH0P9Q9xqCuq1KTW5FpP_VmY8bE2KdVXNVan9Uks-jEm2aV_U8Y_u_bsWCPhB6uTkY=w1200-h800-k-no
Air Terjun Sarambu,"XMGF+46H, Kandua, Kec. Bittuang, Kabupaten Tana Toraja, Sulawesi Selatan 91856, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZaQZ_aEAl05MzXVMr6o5HWlQOvnwgEqVE2NvRfBk0d5yVB_cnpfR7ayEfo4Sawy62XDqXbtDHh-qtJVBk8lmZf0zdVBbZq34tpJXlvCvQr9Laeq-mk2GjZyrbMuwQUMhcpWg8=w1200-h800-k-no
Pantai Potanga,"Pantai Potanga, Unnamed Road, Potanga, Kec. Botumoito, Kabupaten Boalemo, Gorontalo 96263, Indonesia",Kabupaten Boalemo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTSDfcGe6JUin-Sqvxg0RR0q_E1NCymVyuKu1Wsz0_UYdktPJr9lVSlc1U7IGrZqbQlyfIfRjDg4-1D81vs1DB5SjAKvxerEVYb9ZFkhN6FlSK9OR8PScUgpDBM40kvfVrfqP3=w1200-h800-k-no
Wisata Ere Bambang Pencong,"FPWR+42J, Pencong, Kabupaten Gowa",Kabupaten Gowa,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfUqwlT94ZNV7qib0HCA7yv7BhxShDMD6ZumdWAIcI0f7Ch5ZdtUwalFx0uztL20-xfPg20MHc4_J3MgMkd-dEVjweSZAzG5XdPlzQ_z-1Xy0gswwUt_7GSvIROzQrV9SakaET=w1200-h800-k-no
Bukit pasir,"W2J9+HFH, Rantebua Sumalu, Kec. Rantebua, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-mSbrrGQHAh7WZIYa9QmQGWBUQGA48mQAK8wuFmX95fg7cI11c3ePseWDpx1tFEPN_iRXCT8thkIB9JPOTtc5pBuP09zOj_193BQSpzJ1qfVKXXrdNktHoobG5XAwtn2O-En7=w1200-h800-k-no
Pantai Popakuni,"HMMH+H6W, Jl. Baso Ali, Mapane, Kec. Poso Pesisir, Kabupaten Poso, Sulawesi Tengah, Indonesia",Kabupaten Poso,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6845en7gHwFwowFeG6s68OBajsLWexaPWZdRiaTpbjPC9BrXOjWw8sfl7oN1e3zLBqNH6OV43m7QBO9aMPbRm4ravTK3KefZl5AiTn7UR73nfH3fkBppH60WCBZMsrhcj6Yk=w1200-h800-k-no
Permandian Batu Doli,"G223+GCH, Jembatan, Barua, Kec. Eremerasa, Kabupaten Bantaeng, Sulawesi Selatan 92415, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa9IRH1WJJZgLSqpY9lh-pWjkTEzS4rdOrKBDOLi5M6haFwiQk0qE6Wd4RhEYWd-K3cL6SIGfTmbSXWSD03swDUMUqLk15jiprr7hizMeUM6k856zeP6oj-OJdxCCQEDk1TkOb=w1200-h800-k-no
Pegunungan Pompangeo,"Pegunungan Pompangeo, Era, Kec. Mori Utara, Kabupaten Morowali Utara, Sulawesi Tengah, Indonesia",Kabupaten Morowali Utara,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMhfbWX8RDtWJgllKfW1v-zsPCOm4JW2b0vkqXLpnAJb_In2EXbegcVdyLI1i5BFaMh7_J8KFsHzJYwIGRcTCq1n9k5hILHKL7b6uyUa1QLf-IsBC1niW1b2WOY0k7ob9aiI0p=w1200-h800-k-no
Rest Area Jeneponto,"CGJX+8F6, Benteng, Bangkala, Kabupaten Jeneponto, Sulawesi Selatan, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4aQ33mTP9XuG7YN99OHq2sImkfw4IdPs0CO2y-rioxkdw9x4GN2o2nLlv_v8vApNUOvBIY_8uAnVP0izdZSOI0zxwvzyIRtfB1vJcoNcUUeompi7qdFt46dl19dT9eg5VW8c=w1200-h800-k-no
Wisata Alam Hiru'ta Park,"Tassililu, Kec. Sinjai Bar., Kabupaten Sinjai, Sulawesi Selatan 92171, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcFnaRUetiCDB2yAES4FywVnksGH22C9iZbT91SZgUY0YbCof5WN8V0iGtyjlNXnKBwhGC4EpQguuPpDNYPY8RFApZts2hmnnvCcBKl119I0VEoQ_av6Hf4cXrQ8_G8GzBiRYp-Q=w1200-h800-k-no
CAMPING GROUND SELET,"Ranomea, Kec. Silian Raya, Kabupaten Minahasa Tenggara, Sulawesi Utara, Indonesia",Kabupaten Minahasa Tenggara,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3q0ZjRcNhpHKZDLC0Ln440nXLTwFian7zlAytWqoyyPvP7lDoiX1NNFE8nTwsf4lXELPrFL1o4Fa1sQnIVz_A7jl6lRoo6hconKJrArGFQFSCkz1pggCrPkLt7xD9eJ3pYum730mXjoH0=w1200-h800-k-no
Alun Alun Molibagu,"9XMM+2JP, Popodu, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEi2PTfxVkF1QiuC5iLSZQQJZQUj_Nsvov-X32SZelGngFv2gZa_UtCkryOMvrnZ8c5W5Iae05TSl7GzRDmMheAZtcEqw5_l7_WQCh5qrAyYo6BhbZbXwCPz6cMKgT86wG-aF6f=w1200-h800-k-no
Menara Mercusuar Pulau Miangas Indonesia,"HH5Q+765, Miangas, Kabupaten Kepulauan Talaud, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Talaud,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNNhf7OMIoaVzYaJWQFK_ki6E9xEpobjcwQCqIdZH4Tka4S5DWdB0dPS3vfjkMmY7ZzKqP0P5gh4uRrgaNrIATTr92E16PTcrnZsrLjwrI-N1XbRCthWjM5zVkRDVIBhwwmg_O=w1200-h800-k-no
Istana Kedatuan Luwu Palopo,"254W+6CR, Amasangan, Kec. Wara, Kota Palopo, Sulawesi Selatan 91911, Indonesia",Kota Palopo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbNohIJvJeARVx3zuWNyu7vXeXAZ1njaUC-9y5C7fM7mc6mPiqoQaZpL0p5mvk5nHZE81ByEaBW9fDBkwn5AJTjPamj9I5N2noqv0ugCc5Gm3yJbxmZ0k1YemcO27gsuvEftZs=w1200-h800-k-no
Air Terjun Bahomumpa,"4774+298, Puungkeu, Kec. Bungku Pesisir, Kabupaten Morowali, Sulawesi Tengah 94974, Indonesia",Kabupaten Morowali,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKpORopm5Q8poa1WCFuYhEyKkSNjpRWKBTxWMKFWIp3sGABg8StOsXTWMvZKniA6zRGxA5gTCogxnLvngOpV5_4-KWGVdlDuzaTIbYtjoUVim0NGWItCSHd-Ngzw0BRtk-GlHW=w1200-h800-k-no
"Leon, Kabupaten Enrekang","Unnamed Road, GRF9+MHJ, Rosoan, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAqloHRs7fofsCTSB0kWArlI4L4z3GOgpWwqkxirUh0ofWz4MEY2FtxTIfe_-TSLb-VTZIpgeOjgg0wHqY32jnCpRIFVgiI41dUMlprTLkgFtdn27Js9jhgxXxi85VxvQL2P2y=w1200-h800-k-no
Lapangan Mekar Modelomo,"G8CV+5GG, Modelomo, Kec. Tilamuta, Kabupaten Boalemo, Gorontalo 96263, Indonesia",Kabupaten Boalemo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfgOBVtal31CbY63fxC0K4tA3cAcfpZC_MZWdMY8phrn8FBZV2lAsbUDXPmjh6iZLFkDWUxrFVcjjaXX7bM4wmDmPsIHXrRPAdOjXmHYGyAmSmAocCFX8H56RtgBMuNEbrbnQt=w1200-h800-k-no
Taman Lasangkuru,"V26J+RG3, Paddupa, Kec. Tempe, Kabupaten Wajo, Sulawesi Selatan 90914, Indonesia",Kabupaten Wajo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbbllF8KdlEsL4-qSDSPcUJMEWowc-HzvEfnORexK8cfImxWNcD03KouMwjxcf8ynufKrcIQ-k8dbJ4z8gzf3qy6uS8HkNPZH6OQylgEWMur_51M_08BdcUgJwxziU3eDpwKdWJA=w1200-h800-k-no
Pantai Songka,"Pantai Songka, Takkalala, Wara Selatan, Palopo City, South Sulawesi 91921, Indonesia",Kota Palopo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7iB7teykzsqtQUk1jPRJXPOlTlXReihe0OPhCa_H61rQiLo46BN3h41Mf8C0UhLdqlBz_wQ0w6MloxrvPHXXkBBUoTFSmi_DZJ9FqLR6r78FiASm-drjaK1eqtYIC4eR6lwgu=w1200-h800-k-no
SUN BAE MANADO,"FRJM+W5H, Jalan Laksda John Lie",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_bEnEzp0aIc2mmNp5V1Cgbn-vOsIjEAAX9dXqv8SsFaXAbqv3XrdLgYFFCpsGciqn9W8HBw7hKulMs97Jm3BuuyZkFyZ1QFcnFeuRoIBVkcmSCK3NWLlTLKIv2Vu_uT1SsQKHoppKCyMk=w1200-h800-k-no
Pantai Batu Besar Losari,"V92V+WW, Maccini Sombala, Kota Makassar, Sulawesi Selatan, Indonesia",Kota Makassar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBRyVDwvszdT_u3nJrcIHfm_Ug7ltvTrt_5W0-dRfcek8V10dbhD0ZmF7lq-VVHhesbNPbF64_nNAjvWeXRtJNCrIjE50vjW66jB630GKFBa8DNeAv4-s9r_a4Ng0UhWElRHje=w1200-h800-k-no
Kastanye Riverside,"2VJG+WH2, Kabobona, Kabupaten Sigi",Kabupaten Sigi,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz0EqHS9YhSWyGsMhLGGFTjm03YBc6bXLYv7d9T3FRF1d7XHGJr5VjoRg4zwE1Z8Mp4eyylY9YfL4Ov4xAwUCQpe70nj0yH1KoDTIsqkFr4pV-sVdzumH6umvYe5CmLHOwQEKeAQ=w1200-h800-k-no
Danau Panjang Tanjung Bunga,"Jl. Danau Tj. Bunga No.88, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224, Indonesia",Kota Makassar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNF0QnaPUZRh9nD_nIvoajTMSJtFNn-yRXI578mkGI0I51iRxTdLuKO3lqKmUNdQRt7iEVLCltKt9HPwi63EDbY-0J-xq84zhCrJa3q-D6cDmcqU3GeJbPxZUHOvdR1exMgVQ=w1200-h800-k-no
Puncak Ilongkow,"P8RF+PV4, Matali, Kec. Kotamobagu Tim., Kota Kotamobagu, Sulawesi Utara, Indonesia",Kota Kotamobagu,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0JCIaXQfzHKZlMqeRg0SSKPZnaRJXKnBmFCN04itFZqcFuXH1kmSyOGVLsrLaiYLYE0aj59-aRAelV3QAgEEKUt1HshCOQh0_g09IQASuxXtJJFCViRlzjTj48-X6eEJLgx8Z=w1200-h800-k-no
Puncak Meluhu,"6643+P5P, Jl. Poros Wawotobi - Lasolo, Meluhu, Kec. Meluhu, Kabupaten Konawe, Sulawesi Tenggara 93461, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEExvmymbQ6hPLH38X2uFSYBFU5szB4sQkW2C1eod5t9JQs2E1mE5cefh8Zgobyer5QLhYHG0vx-JqS8yrPB2Q6yMHeq2iSocnu0p5txePhyD7dMsCrT2akZKizsYoa8ODbFI9yjA=w1200-h800-k-no
Pantai Abadi,"Jl. Poros Sinjai-Kajang No.1, Pattongko, Kec. Tellu Limpoe, Kabupaten Sinjai, Sulawesi Selatan 91671, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsmQ9qAccBMXcb6YRc_TwEtQSlmNY3MN76vUBDImo_Yb1mIFU3-pMn_RRLfV9VQHWmfm8BI-7m_3KuEy5G36d7eIfa79hPHTCF-YPfcZaPS_-gMrjftgGqAWa8RQhcuE79snHy=w1200-h800-k-no
Air Terjun Lasolo,"2HQF+5R5, Unnamed Road, Sanua, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93123, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEi2vPwb_zCRQV21vy9D0ew16CFSrSz3dAb-CkQzUBTCzaAWX7jr8lfFO_rnhGR2EGUo__iti3gVfVOs04OZISPMGyCPptz1-BoQ7bZPGouUHiQARZi6cCn_9Veeh_D17Rg6lq0=w1200-h800-k-no
Pantai Pasi Marannu,"R79M+895, Pasimarannu, Kec. Sinjai Tim., Kabupaten Sinjai, Sulawesi Selatan 92671, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr3r0ZZkDhTe38GxCD2KfFv9ohrDHc2I6rWDe7EnR4_cEv7Ma8b4CQCQHWLp6U6A58H2UBmXlj6YViXPWLlMMZviCLfxLyAQYOzeM8MItRSsPqfi_aORzCxhvM-klOzRdnGJF3ng1bfS_R=w1200-h800-k-no
Bukit Vandiam,"Q7QR+V85, Sanjai, Kec. Sinjai Tim., Kabupaten Sinjai, Sulawesi Selatan, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHONJE-WjX1wDoai3QlGZgXGFFgIY1iuyXqJbM2wnZDl3mzWwt973kCm71W8enMBs9sd0SButE3JVS2JWTkRetDR3mRCaQt5CBWygV2nB4XmIqdBSCMn5NIMY2_-Ha6R_6_1vo=w1200-h800-k-no
Pantai Boalemo,"Pantai Boalemo, Unnamed Road, Tapadaa, Kec. Botumoito, Kabupaten Boalemo, Gorontalo 96264, Indonesia",Kabupaten Boalemo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGL_7pPqwLijKEzSqz4ExRvcCVAAR7BeVsiI-xxwSEI_iTectY3EfKvs9OPW3SSxwyyPuW8_Djh8zVx0lmhs0dhMw2ILjH6KBgsapSobFnb9Siv6maVO24x_-LuGZv81AdEckA=w1200-h800-k-no
Sallo Waterpark,"Jl. Bau Baharuddin No.25, Tempe, Kec. Tempe, Kabupaten Wajo, Sulawesi Selatan 90911, Indonesia",Kabupaten Wajo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUwO0VClZjhjRlVh1zjRRZGRkVToF7cFkQIWposcLgvS_N2QuK_AoBYCubH27t5iT2iqegF_H14WKa81uyQLbM-gnhfaJ4TYkJss-woYHs32MBcMppxntLPgGD0gZNTOBkEHq41Q=w1200-h800-k-no
Rumah Penyu Lowita,"2H7H+VJ, Wiringtasi, Kabupaten Pinrang",Kabupaten Pinrang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVrIvgvIG0UwFJzMTJgj9_JwemyIBsw6VytZ3_J8ZMgU-NeiTSfcaG069byCYpyrhSXTSk4okt7j9373GAUWdyzCQiMmHkdKMD-X6fs7DFNVog2S5vRsTJptSlT69hKAbg48NrEA=w1200-h800-k-no
"Air Terjun Kadadima, Laine","CJW2+P2C, Laine, Manganitu Sel., Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Sangihe,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDwbJbZUXhEmp6Ae7A5BAg37cduldQFociMALsFAPcphawClhr56Mckf76uu9kKuNacFzohWJUdNgqOP_sHocuhKaHNuYGtal4ARl8Mcz9wKVxxPuEvQmA8B0z1KvwinkUvvOrvg=w1200-h800-k-no
Wisata Modoinding,"RF23+Q6H, Pinasungkulan, Kec. Modoinding, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUwfa-J6E1EqGfKbZR4nFDMXdxIvfyie-5Rs20ZJsTUupX2kRMtbOMdcAehTkikSdP8JsUNWLBxyVQaWMz0-nCwI-hu1534MYKGOOs_rGnqip5PiHARd75O_1NL3Sq3KEvW9GB=w1200-h800-k-no
Kampoeng Koi,"JRRG+P44, Wosu, Kec. Bungku Bar., Kabupaten Morowali, Sulawesi Tengah 94976, Indonesia",Kabupaten Morowali,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwM-Z63TNC1Qa2PJByCz9S0Jq_wlvt-lnBJifZQPBfzeMBcQ3kNYTVjTE5c0eP8W7uacgNzjkenF7v0uVICIFdTaVQ1tNLtu5Ewjbiu-dRBtb3Jpr8440BvqZ03Fvtwbu7VtEV=w1200-h800-k-no
Pantai Oluhuta,"Oluhuta, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8v-5KTaHqqRiMti9HM1LkuL9YGUy1GXWLXwwNJwLk4gfkjPeJn334E3Wm09GEqYHwBHiM8Po6IlFZZe88-HBbCnEWHu_bk8rc0nsHX1E7MvnwUJN75wVMEQ2UXojqI022rQTkLw=w1200-h800-k-no
taman pattiro tiroang,"M2J6+CPM, Unnamed Road, Bonto Tengnga, Kec. Sinjai Borong, Kabupaten Sinjai, Sulawesi Selatan 92662, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhrqLH4Oq21XOtMNBfHnSP4-3RVpDgz2M2BBttee3XqHLhC2iFBeq_UtaVwHuBHbqC7rjHlU4cpXk-H1Y0OvPncDstqyZ6B2I3t5DpWvFoQN8Awml0OJr647jCaBQtC94XvO9-=w1200-h800-k-no
